,L1_attention-mean_word-mean_norm,L2_attention-mean_word-mean_norm,L3_attention-mean_word-mean_norm,L4_attention-mean_word-mean_norm,L5_attention-mean_word-mean_norm,L6_attention-mean_word-mean_norm,L7_attention-mean_word-mean_norm,L8_attention-mean_word-mean_norm,L9_attention-mean_word-mean_norm,L10_attention-mean_word-mean_norm,L11_attention-mean_word-mean_norm,L12_attention-mean_word-mean_norm,L13_attention-mean_word-mean_norm,L14_attention-mean_word-mean_norm,L15_attention-mean_word-mean_norm,L16_attention-mean_word-mean_norm,L17_attention-mean_word-mean_norm,L18_attention-mean_word-mean_norm,L19_attention-mean_word-mean_norm,L20_attention-mean_word-mean_norm,L21_attention-mean_word-mean_norm,L22_attention-mean_word-mean_norm,L23_attention-mean_word-mean_norm,L24_attention-mean_word-mean_norm,L25_attention-mean_word-mean_norm,L26_attention-mean_word-mean_norm,L27_attention-mean_word-mean_norm,L28_attention-mean_word-mean_norm,L29_attention-mean_word-mean_norm,L30_attention-mean_word-mean_norm,L31_attention-mean_word-mean_norm,L32_attention-mean_word-mean_norm,L33_attention-mean_word-mean_norm,L34_attention-mean_word-mean_norm,L35_attention-mean_word-mean_norm,L36_attention-mean_word-mean_norm,L37_attention-mean_word-mean_norm,L38_attention-mean_word-mean_norm,L39_attention-mean_word-mean_norm,L40_attention-mean_word-mean_norm,L41_attention-mean_word-mean_norm,L42_attention-mean_word-mean_norm,L43_attention-mean_word-mean_norm,L44_attention-mean_word-mean_norm,L45_attention-mean_word-mean_norm,L46_attention-mean_word-mean_norm,L47_attention-mean_word-mean_norm,L48_attention-mean_word-mean_norm
xlnet-base-cased-True,0.7485487605347085,0.7115066789384447,0.6935494453819561,0.6568474838107419,0.6838009658774149,0.6450639461364478,0.6535537745002573,0.663450643379292,0.6431270108879259,0.642476768445056,0.6371384530176232,0.5665714063908486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distilbert-base-multilingual-cased-True,0.740174430194153,0.7315090846357792,0.7493543829696723,0.7413468202997079,0.7531248653080043,0.7488569594775718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google-rembert-True,0.6723255619761112,0.6448135883873416,0.6040581708673746,0.555329991090364,0.5164767479350092,0.4139275633898467,0.4736354245799701,0.5652940923954555,0.6534531360997121,0.6222077738199225,0.6646544238065115,0.6997899391309222,0.6804281353416007,0.7197693264411361,0.681517164375734,0.6989685055346968,0.6944010341332664,0.6991258031159352,0.6809970961041727,0.660907565979687,0.6771604512601069,0.702071436811479,0.6807726449139745,0.725585286176736,0.6082968806193332,0.5662495261022472,0.46041591604267723,0.4009441016162427,0.3934125967887096,0.43349479783031386,0.39966101648471436,0.39556941660168016,,,,,,,,,,,,,,,,
xlm-roberta-large-True,0.7272014720143608,0.7005008063728378,0.7055202473881937,0.5209950697715925,0.5168623064173722,0.5524724690983501,0.5124681692011752,0.49323235586741937,0.6381616918684737,0.5720407557943025,0.6456827986436023,0.5278661069607394,0.5282868778892074,0.40976746346110693,0.44153990982113794,0.4470447388601049,0.5690015024999583,0.6288397840302747,0.6631550358642244,0.6728556940503956,0.6143958435794272,0.5758195244183534,0.671147065506756,0.6650018578160921,,,,,,,,,,,,,,,,,,,,,,,,
microsoft-deberta-xlarge-True,0.7313161144880249,0.695046556997781,0.7077952861278841,0.7262612160760279,0.7171980926974246,0.675489369884205,0.6933836663230167,0.6927104898191713,0.6726988688443146,0.6450757410500839,0.673704654513823,0.6062577296649732,0.6381222124622765,0.6401647040401569,0.6688954889135668,0.6365963809899648,0.6122009914946189,0.6477997807925142,0.6342692957001127,0.6084009355139588,0.652595577724399,0.6183050509489796,0.6054889730033571,0.4919279363861457,0.5570471764633205,0.6528809554718126,0.6615866356096698,0.6596839772378522,0.6803546120297015,0.6396987581323678,0.6557888948767671,0.6595403394431669,0.623953309011488,0.610582998256633,0.6621660452685144,0.5724043460200363,0.6082219356079258,0.5908767750847038,0.6218919750159019,0.5888176147267093,0.5706778899161176,0.6063293157698741,0.5811943196268079,0.5600494866707469,0.6116813531410691,0.605156521796212,0.6451232956747197,0.7143109174409479
google-reformer-crime-and-punishment-True,0.6666990491152457,0.39469729689634986,0.40269010216075257,0.4223524460381524,0.3925698906504192,0.4254506204403943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distilbert-base-uncased-True,0.7797183501897501,0.7306112609880482,0.7435565945410297,0.7151833511271819,0.7228025923033008,0.6201143906875504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bert-base-uncased-True,0.787369983411724,0.7156709787542358,0.7322878784725578,0.7155088780745766,0.7440936311790175,0.697658359441014,0.7026124435570573,0.6371451113722642,0.6614260532703028,0.6755935649813073,0.5919241299747517,0.6229985982970563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook-bart-base-True,0.7587392773286364,0.7127921160413252,0.7072661880850095,0.705159666279259,0.6651537842848171,0.701978987568934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albert-xlarge-v2-True,0.7505035923038597,0.7154096844033512,0.722009196991934,0.6989737185140433,0.7065992508819834,0.697289692004508,0.6938129364922927,0.687238833872363,0.6850206221115328,0.6798896697721016,0.6709018171817402,0.6755682924941168,0.667510413260036,0.6678367352246258,0.6613623206002959,0.6618504301148822,0.6518928532147483,0.6384549794550832,0.5897763498339492,0.5730145793946043,0.573876033926987,0.5628357049345869,0.5608924019153568,0.48891658109778796,,,,,,,,,,,,,,,,,,,,,,,,
allenai-longformer-large-4096-finetuned-triviaqa-True,-0.00801570655670659,-0.009890725634298776,0.010910267257739527,0.0030586248703222516,-0.013992329866531681,-0.019922077699416965,-0.016875171698329666,-0.012656378773747248,-0.006949289456326035,-0.023144766739028537,-0.01376967135106761,-0.019582230491603382,-0.005871153486710529,-0.02951983160284196,-0.010593857788395845,-0.013464980750958878,-0.03880117603692328,-0.028090129556177925,-0.03515660770485347,-0.02096505706132762,-0.009714942595774509,-0.012293093827463764,-0.027094025671207073,-0.026707302986453685,,,,,,,,,,,,,,,,,,,,,,,,
facebook-muppet-roberta-base-True,0.7695462449135402,0.6970114967009332,0.7023648184970325,0.6753146064299455,0.6110867253160265,0.5596726366414173,0.5561627426834528,0.6012453945526742,0.5311610479913575,0.5256165671065267,0.5588658896377651,0.5959298354565374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google-bigbird-roberta-large-True,0.7745088491571296,0.6484048169844743,0.7173646035144657,0.756102710805236,0.7130317368354063,0.6378767972688197,0.6073732849388259,0.5793048125857874,0.5663911511150994,0.5971149296343394,0.6134617121351139,0.6254634284001439,0.6375741782899493,0.5661521599420751,0.5721894038888177,0.6226280665808098,0.6389453864830306,0.6229219264777077,0.6150658213095709,0.6564209604921357,0.6107420429025997,0.5946667413178266,0.5508236902250097,0.5482983537687236,,,,,,,,,,,,,,,,,,,,,,,,
microsoft-deberta-v2-xxlarge-True,0.76968646181405,0.7316103809818444,0.7065362653659613,0.7367006129889181,0.7337629208939767,0.7439954447095655,0.7176072025959609,0.734333917857395,0.7165169263717848,0.7018798385785467,0.7175954194099372,0.666461518887547,0.42565051742713544,0.5260928138457008,0.6784815826179764,0.7026737129548838,0.6883920386360368,0.7155334079514492,0.7117432622920352,0.7245528987998887,0.7263625285125637,0.6964005564965619,0.6703958051731574,0.6899825613273872,0.6579216948696506,0.7083196557303995,0.6918756338948148,0.7016848760874135,0.6680531972266789,0.7168758779531568,0.71758491774569,0.7258238327472629,0.7388143671969547,0.7229609012989178,0.6786166623491913,0.6855131198927934,0.49005170656092106,0.541963864920776,0.6915571237658501,0.6896715582759196,0.6367480487684003,0.6989770211985358,0.7249787033659427,0.7287376278828686,0.7431268474066482,0.6803016211432881,0.549119795256625,0.622347248731837
